id,email,username,password,firstName,lastName,fullName,description,profilePic,isMod,isObserver,isPuppet,instructions,suspicious,disabled,createdAt,updatedAt
32,teppdude@dartpost.com,teppdude,$2a$10$jLnyvzZXJyxyAQeV9Rgk5.4WewZxfU2Rfq6v0UlPi2fKfP.aBZIWi,Ze têppdنde 🌶🌶, ,Ze têppdنde 🌶🌶,"Pol, Éco, Aéro. Airline Captain. #MSc #MBA #ClassicLibéral #ThksNS,❤️ 64,🇫🇷, 🇬🇧,🇪🇸, 🇫🇮. #MeriSKRUK #GoNavy RT not Approval. #NoFN #McGillDad #DeadHead",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1049059213400597463.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:48.248000+00:00,2024-06-09 17:26:48.354818+00:00
13,adeyemoadekunl2@observer.com,ADEYEMOADEKUNL2,$2a$10$Eh8/KjfXji42K.D1rlglnOygckIkn60i1zm717dGmiyzU8pF6Pi82,ADEYEMO ADEKUNLE King, ,ADEYEMO ADEKUNLE King,"CTO CloneTech System Integration Consulting! Core Network Infrastructure, Wireless Solution,WinServer Solutions, IP Camera CCTV & Other ICT Services.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs110895378980355805.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:26:36.976000+00:00,2024-06-09 17:26:37.081968+00:00
21,allen12291958@dartpost.com,allen12291958,$2a$10$s1hAKo5lFuMEDt5q2SBQGet6DMDhLCp2ZrqB/srw5LuzxxeuFiuSi,SunShine VOTER, ,SunShine VOTER,"Retired Prototype Mold Maker#MAGA Grandfather, Widower, Raising grandson by myself,#Conservative FSU, Floridian for life. Positive​ #KAG! spam women are
Blocked",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1000841881589738540.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:43.032000+00:00,2024-06-09 17:26:43.251635+00:00
40,richard4m@observer.com,Richard4m,$2a$10$uTl4ejzv9G8J/pdn3lPUtuPRYAlS4F8v6qaz92mFQnBNrvhKyeA5y,"🇺🇸 Richard M Masliah 🇨🇦 B.Sc, LLL. LLB. 🇮🇱", ,"🇺🇸 Richard M Masliah 🇨🇦 B.Sc, LLL. LLB. 🇮🇱",#MAGA RT’d by📍@realDonaldTrump Followed by: @ScottBaio @BarnettforAZ @RyanAFournier @Polo4Congress @RitaCosby @SwaffarCongress @NewDayForNJ @SenRichardBlack 🗽,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1017297194721073217.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:26:52.071000+00:00,2024-06-09 17:26:52.261652+00:00
48,weejockmaley@dartpost.com,weejockmaley,$2a$10$Y1NOpCHsNv/FE4vWmV7Cx..1UQLfrAYtAyhJ6wT72Z3U6sbnzfueK,John Maley, ,John Maley,"Born Scotland: Brit Royal Marine; So.Central LA Cop:DEA Agent: Ret. Grad Degs: Intell;WarDogs.2A,Nature,Animals,History,Music,Books,Respect.Married 42yrs. RC.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1019214157980141875.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:55.529000+00:00,2024-06-09 17:26:55.642750+00:00
192,nationafrica@observer.com,NationAfrica,$2a$10$ZOWADqTdBEPpbMXYa4s0r.x1FdLpFPfal8d/eM0aKgy2/ANd5fV02,Nation Africa, ,Nation Africa,"We are Nation. For customer care, 📨 support@nation.africa or 📞 +254790111111 

For feedback to editorial, 📨 newsdesk@ke.nationmedia.com or 📞 +254790111111",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs104983947614280485.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:16.961000+00:00,2024-06-09 17:28:17.099634+00:00
105,southerngemgal@dartpost.com,SouthernGemGal,$2a$10$BkZ8l10iPB1sudPJF2lfqOYYqVyqtddretZsrcjgAox.CrE6omM5q,Άντζελα, ,Άντζελα,18th c. Bluestocking Mistress | Full Blooded Ardent Woman | Wonderer | Wanderer | Living in Your Head           🦚🧠⚡️❤️💋,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs111464773118169668.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:25.201000+00:00,2024-06-09 17:27:25.316528+00:00
113,dimakatsos05@dartpost.com,DimakatsoS05,$2a$10$DQYkeKayRhn3sMjKFPUaJu84IscS6euDL9PDORizxqfbjbKidm6GW,Dee 😍💚, ,Dee 😍💚,"Life is Precious 🌹♥️, other account @Thabiso921205, IG : https://t.co/e06KYaKIfO",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1030064773062664607.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:29.256000+00:00,2024-06-09 17:27:29.432331+00:00
121,trumpgot2go@dartpost.com,Trumpgot2go,$2a$10$NKWORRfC/tUURfE2X557VOwZF2bGlizkIr9lLcK8T8L2XtHXL0P7u,Maureen🆘️, ,Maureen🆘️,"Lawyer, mom, abuela, worried about loss of the Rule of Law & Democracy. Biden is the man for the moment. #DemsAct #BLM Blue wave 2022 & 2024.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1053426195124130207.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:36.153000+00:00,2024-06-09 17:27:36.270350+00:00
129,midwest_voter@dartpost.com,Midwest_Voter,$2a$10$Oxpx8jvh/kBSkfIvquUB6OsgIWSd97eICJwVcDH42TNMjR0sNZ6yG,Sharon - My Vote.My Voice 💔, ,Sharon - My Vote.My Voice 💔,"Married, identical twin, strong interest in politics. #DemVoice1 #OneVoice1 Z2 #LiveBlue2022 #ResistanceUnited, https://t.co/6HCedrAX3M",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1013894603932062324.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:39.825000+00:00,2024-06-09 17:27:39.984265+00:00
137,linda_lindylou@dartpost.com,linda_lindylou,$2a$10$d49hlFV/mXhcWDGMS2b0pOjaGoD/lzP3qmGJWZo9xWVmcu7l8vosa,linda bertinelli, ,linda bertinelli,"Proud Democratic woman; nature lover, animal lover, on the move to a better future",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1044284948868139511.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:43.856000+00:00,2024-06-09 17:27:44.078461+00:00
145,sdbees1953@observer.com,sdbees1953,$2a$10$mnVESZyHG0UIBpJkp0Po5.X64yXx58kLOXWDXycaGVi9xj9yWoAhu,Dr. Denise Beesley ☮️, ,Dr. Denise Beesley ☮️,"Resister with my last breath. Psychologist, grandmother, mother, wife. Trump and other traitors live among us. Snark is my new super power.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1010456921056873406.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:27:50.633000+00:00,2024-06-09 17:27:50.840003+00:00
153,joseyrider@dartpost.com,JoseyRider,$2a$10$dRAhitvxVVY5ahY.PPnk7.1LE8MGj1o6Ls.OOWirIiEQ9fgHmhwF.,Josey 🇺🇦 🌻#StandWithUkraine, ,Josey 🇺🇦 🌻#StandWithUkraine,"Lifetime activist and Democrat. Retweets are not endorsements. 
https://t.co/AQ3yVlnKfV
@joseyrider at Post News",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1000182539842583649.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:54.409000+00:00,2024-06-09 17:27:54.627362+00:00
14,titijojo@dartpost.com,titijojo,$2a$10$2.4waPSxf8nHObVx/VCg5.uF6mdvf8vsFcUKgofaQAQ.iA9tFtkYO,Jo m., ,Jo m.,,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs10562124521050923.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:38.401000+00:00,2024-06-09 17:26:38.515702+00:00
22,lochnerwalter@dartpost.com,LochnerWalter,$2a$10$0P59atF9cg2B0F5phpSAMe2BTZ0n0P2laoOIh9DVTAMuJK5Eo0bYS,Walter Lochner, ,Walter Lochner,"Retired , Married to @doglips13, luv 49ers & Bama football Roll Tide, United blue , . trump is a Fkn Lying Traitor. My 🇺🇸, Resist, Resist🌊🌊🌊🌊🤙🤙",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1007592202230585847.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:43.551000+00:00,2024-06-09 17:26:43.666664+00:00
30,libbyliberalnyc@observer.com,libbyliberalnyc,$2a$10$lRH21nCcHpCoiIt5jgwOiu/YcJuIXl5AP7RXbIZSmlcmHAspq0FQi,libbyliberal, ,libbyliberal,"humanist against patriarchy, iconoclast, poet, artist, writer, photographer, New Yorker, peace activist, former teacher",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1012391045427749504.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:26:47.439000+00:00,2024-06-09 17:26:47.551126+00:00
54,yayaoregon@dartpost.com,YaYaOregon,$2a$10$VVn7j.o03MY5VnrOcxCICuzi6.QyHp5.v58UHoQqde/hLEvOdfN9C,Owl Woman 🇺🇦, ,Owl Woman 🇺🇦,"I stand up for kids, women, Mother Gaia & animals except for those damn chickens down the road that chase cats",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1002188099677231796.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:58.378000+00:00,2024-06-09 17:26:58.493340+00:00
161,djmusgr@observer.com,DjMusgr,$2a$10$p4JNQXqgQTAyheXE8icaW.6nzNic28.xblMmNWxc29CM.b0FVNfUu,Donna Musgrove #BoycottFoxAdvertisers, ,Donna Musgrove #BoycottFoxAdvertisers,Crazy Cat Lady? Resist!  #TeamPelosii,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs103486772320911001.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:00.134000+00:00,2024-06-09 17:28:00.245761+00:00
169,ancalerts@observer.com,ANCALERTS,$2a$10$AnhYLfUgGy1fzImGTQAYb.kHlJrF32tL2xXYlbgiX0dtn9MAVsVUO,ABS-CBN News Channel, ,ABS-CBN News Channel,News updates and breaking news from the Philippines. Like our Facebook page: https://t.co/74AowFhQ8O.,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1048722421545225409.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:03.867000+00:00,2024-06-09 17:28:03.983185+00:00
177,ccharlamb8@dartpost.com,ccharlamb8,$2a$10$kcuSrqIq82Wspg4FuSUAUuuPLJl.fLDQxKioYXVwGRnt13TTbX9me,Carolyn Charlton, ,Carolyn Charlton,"Real Estate Professional, loves real estate, books, and uplifting through educating and enjoying life.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs114572491926134293.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:10.308000+00:00,2024-06-09 17:28:10.500550+00:00
185,abramson1234@dartpost.com,abramson1234,$2a$10$DibcCusSnZQvBRMZ3MkXa.aott7X8SLEJzFqtgT74akrszALVNGCa,Brenda Abramson 🇺🇸, ,Brenda Abramson 🇺🇸,#BidenHarris #VoteBlue❤️🇺🇸 #TheResistance NO DMs or List,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1030724927758966657.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:13.979000+00:00,2024-06-09 17:28:14.093510+00:00
193,marmyla@dartpost.com,Marmyla,$2a$10$mMGrXVh.3Sy8z33EWZFrcOB0WQIynIm0MIk/OK/iXUJUKmGGlXdHm,The PiousOne مريم (أم زين و زيد), ,The PiousOne مريم (أم زين و زيد),"I can be weird, silly, serious, quiet, outgoing, sweet, funny, sarcastic, creative, troublesome & romantic. But really, I'm just me. RIJF Mum & Ali💔💔❤😭",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1041410516037063958.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:17.406000+00:00,2024-06-09 17:28:17.566064+00:00
125,sandrahalifax@observer.com,SandraHalifax,$2a$10$aVfDYyxu8XXLBlpmrLG7I.Re4iGSCfw2g8q15j93KQyW5Qcctwb9K,SYH, ,SYH,"proud mother of two brilliant daughters and grandmother to adorable grandson. lived London, Hertfordshire, California, Somerset, Isle of Man and Berkshire",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs109057168874288515.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:27:37.947000+00:00,2024-06-09 17:27:38.138539+00:00
133,soaprookie@dartpost.com,soaprookie,$2a$10$S4apx1aGy7fLELZSsw1WE.tpa.eZUrDkUF/S8S/RgL7DCTQJXsVzK,Maureen, ,Maureen,"...And every inch of the way we know from Albany to Buffalo...
Always for the underdog. And cat. Embarrassing weakness for Rom-Coms.
She/her",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1013742989255779580.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:41.816000+00:00,2024-06-09 17:27:41.949235+00:00
15,on_bender@dartpost.com,on_bender,$2a$10$sTk/wSn2cOXdJzNd2J0URu54kVzKEMVxU2C3MU/nP8ktkk6f7KRPG,On A Bender, ,On A Bender,,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1036109025256461570.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:39.912000+00:00,2024-06-09 17:26:40.078237+00:00
23,vmbritsch@dartpost.com,Vmbritsch,$2a$10$.bxb5dEyZPPrT3ZufjVswudBV2uQWQdwp/YRmlEGlIPHHtXY5XKXi,VOTE FLIP IT BLUE IN 2022 🇺🇲, ,VOTE FLIP IT BLUE IN 2022 🇺🇲,"Mother, Grandmother, #CountryOverParty,  Thoughts are my own RT is not Agreement #Factivist @rbritsch@universeodon.com
 WEAR A MASK",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs114083562476861379.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:43.957000+00:00,2024-06-09 17:26:44.173377+00:00
141,chumsknifeblade@observer.com,ChumsKnifeblade,$2a$10$UJB7tPe/WsFdUSxKtrSi6OFj4WH83rbx4JtbsLuwOkKYf/RbDDKPq,New Year Chums | ACAB, ,New Year Chums | ACAB,Riding fast and eating ass / Rouge the Bat & Mirko Enjoyer / Monster Hunter - Destiny 2 - FFXIV Aether #EatAss 💍@Lizzytomania 💍 (Pan🏳️‍🌈) BLM ✊🏿,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1008276811896881365.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:27:48.569000+00:00,2024-06-09 17:27:48.791563+00:00
